Skill,Explanation,Related Course,Credits,Collapsed Skill,Program,Title,Professor,Professor Google Scholar Citations,Description,Semester
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,Machine Learning,3,Cognitive Skills,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from data in the context of machine learning.,Machine Learning,3,Data Analysis and Visualization,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from data in the context of machine learning.,Machine Learning,3,Data Analysis and Visualization,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and models in MATLAB.,Machine Learning,3,Algorithm implementation,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and models in MATLAB.,Machine Learning,3,Algorithm implementation,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Research skills,Students will develop research skills by exploring and analyzing current trends and advancements in the field of machine learning.,Machine Learning,3,Research skills,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Research skills,Students will develop research skills by exploring and analyzing current trends and advancements in the field of machine learning.,Machine Learning,3,Research skills,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Problem-solving,Students will develop the ability to identify and solve complex problems in the field of machine learning.,Machine Learning,3,Problem-solving,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Problem-solving,Students will develop the ability to identify and solve complex problems in the field of machine learning.,Machine Learning,3,Problem-solving,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,Machine Learning,3,Cognitive Skills,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,Machine Learning,3,Cognitive Skills,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from data in the context of machine learning.,Machine Learning,3,Data Analysis and Visualization,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from data in the context of machine learning.,Machine Learning,3,Data Analysis and Visualization,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and models in MATLAB.,Machine Learning,3,Algorithm implementation,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and models in MATLAB.,Machine Learning,3,Algorithm implementation,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Research skills,Students will develop research skills by exploring and analyzing current trends and advancements in the field of machine learning.,Machine Learning,3,Research skills,COMS,Machine Learning,Daniel Hsu,14170.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Fall 2023
Research skills,Students will develop research skills by exploring and analyzing current trends and advancements in the field of machine learning.,Machine Learning,3,Research skills,COMS,Machine Learning,Nakul Verma,1721.0,"Prerequisites: Any introductory course in linear algebra and any introductory course in statistics are both required. Highly recommended: COMS W4701 or knowledge of Artificial Intelligence. Topics from generative and discriminative machine learning including least squares methods, support vector machines, kernel methods, neural networks, Gaussian distributions, linear classification, linear regression, maximum likelihood, exponential family distributions, Bayesian networks, Bayesian inference, mixture models, the EM algorithm, graphical models and hidden Markov models. Algorithms implemented in MATLAB.",Spring 2023
Problem-solving,"Students will develop the ability to analyze and solve complex software engineering problems by applying appropriate algorithms, data structures, and design patterns.",Engineering Software-as-a-Service,3,Problem-solving,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Problem-solving,"Students will develop the ability to analyze and solve complex software engineering problems by applying appropriate algorithms, data structures, and design patterns.",Engineering Software-as-a-Service,3,Problem-solving,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Collaboration,"Students will enhance their ability to collaborate effectively with team members, stakeholders, and clients in software development projects.",Engineering Software-as-a-Service,3,Collaboration and Teamwork,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Collaboration,"Students will enhance their ability to collaborate effectively with team members, stakeholders, and clients in software development projects.",Engineering Software-as-a-Service,3,Collaboration and Teamwork,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Critical thinking,"Students will develop critical thinking skills to evaluate and make informed decisions about software design, implementation, and testing.",Engineering Software-as-a-Service,3,Cognitive Skills,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Critical thinking,"Students will develop critical thinking skills to evaluate and make informed decisions about software design, implementation, and testing.",Engineering Software-as-a-Service,3,Cognitive Skills,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Adaptability,"Students will learn to adapt to changing software requirements, technologies, and project constraints, and develop the ability to quickly learn and apply new tools and frameworks.",Engineering Software-as-a-Service,3,Adaptability,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Adaptability,"Students will learn to adapt to changing software requirements, technologies, and project constraints, and develop the ability to quickly learn and apply new tools and frameworks.",Engineering Software-as-a-Service,3,Adaptability,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Documentation,"Students will improve their ability to document software design, architecture, and implementation details, ensuring clear and comprehensive communication within the development team and for future maintenance purposes.",Engineering Software-as-a-Service,3,Documentation,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Documentation,"Students will improve their ability to document software design, architecture, and implementation details, ensuring clear and comprehensive communication within the development team and for future maintenance purposes.",Engineering Software-as-a-Service,3,Documentation,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Problem-solving,Students will develop the ability to analyze and solve complex software engineering problems through hands-on programming assignments and projects.,Engineering Software-as-a-Service,3,Problem-solving,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Problem-solving,Students will develop the ability to analyze and solve complex software engineering problems through hands-on programming assignments and projects.,Engineering Software-as-a-Service,3,Problem-solving,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Collaboration,"Students will enhance their ability to collaborate effectively with team members, stakeholders, and clients to develop and deliver high-quality software solutions.",Engineering Software-as-a-Service,3,Collaboration and Teamwork,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Collaboration,"Students will enhance their ability to collaborate effectively with team members, stakeholders, and clients to develop and deliver high-quality software solutions.",Engineering Software-as-a-Service,3,Collaboration and Teamwork,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Critical thinking,"Students will cultivate critical thinking skills to evaluate and make informed decisions about software design, architecture, and implementation.",Engineering Software-as-a-Service,3,Cognitive Skills,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Critical thinking,"Students will cultivate critical thinking skills to evaluate and make informed decisions about software design, architecture, and implementation.",Engineering Software-as-a-Service,3,Cognitive Skills,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Adaptability,"Students will develop the ability to adapt to changing software requirements, technologies, and project constraints, reflecting the dynamic nature of the software industry.",Engineering Software-as-a-Service,3,Adaptability,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Adaptability,"Students will develop the ability to adapt to changing software requirements, technologies, and project constraints, reflecting the dynamic nature of the software industry.",Engineering Software-as-a-Service,3,Adaptability,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Communication,"Students will improve their verbal and written communication skills, enabling them to effectively convey technical concepts and ideas to both technical and non-technical audiences.",Engineering Software-as-a-Service,3,Communication,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Fall 2023
Communication,"Students will improve their verbal and written communication skills, enabling them to effectively convey technical concepts and ideas to both technical and non-technical audiences.",Engineering Software-as-a-Service,3,Communication,COMS,Engineering Software-as-a-Service,Junfeng Yang,8327.0,"Modern software engineering concepts and practices including topics such as Software-as-a-Service, Service-oriented Architecture, Agile Development, Behavior-driven Development, Ruby on Rails, and Dev/ops.",Spring 2023
Problem-solving,"Students will develop the ability to analyze and solve problems related to user interface design, such as improving usability, addressing user feedback, and optimizing user workflows.",User Interface Design,3,Problem-solving,COMS,User Interface Design,Brian A Smith,442.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Introduction to the theory and practice of computer user interface design, emphasizing the software design of graphical user interfaces. Topics include basic interaction devices and techniques, human factors, interaction styles, dialogue design, and software infrastructure. Design and programming projects are required.",Fall 2023
Communication,"Students will enhance their ability to effectively communicate design ideas and concepts to stakeholders, team members, and users.",User Interface Design,3,Communication,COMS,User Interface Design,Brian A Smith,442.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Introduction to the theory and practice of computer user interface design, emphasizing the software design of graphical user interfaces. Topics include basic interaction devices and techniques, human factors, interaction styles, dialogue design, and software infrastructure. Design and programming projects are required.",Fall 2023
Collaboration,"Students will develop the ability to work collaboratively in design and programming projects, understanding the importance of teamwork in creating successful user interfaces.",User Interface Design,3,Collaboration and Teamwork,COMS,User Interface Design,Brian A Smith,442.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Introduction to the theory and practice of computer user interface design, emphasizing the software design of graphical user interfaces. Topics include basic interaction devices and techniques, human factors, interaction styles, dialogue design, and software infrastructure. Design and programming projects are required.",Fall 2023
User research,"Students will gain the ability to conduct user research, including user interviews, usability testing, and user feedback analysis, to inform the design of user interfaces.",User Interface Design,3,User research,COMS,User Interface Design,Brian A Smith,442.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Introduction to the theory and practice of computer user interface design, emphasizing the software design of graphical user interfaces. Topics include basic interaction devices and techniques, human factors, interaction styles, dialogue design, and software infrastructure. Design and programming projects are required.",Fall 2023
Evaluation and iteration,"Students will learn how to evaluate and iterate on their designs based on user feedback and usability testing results, continuously improving the user experience of their interfaces.",User Interface Design,3,Evaluation and iteration,COMS,User Interface Design,Brian A Smith,442.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Introduction to the theory and practice of computer user interface design, emphasizing the software design of graphical user interfaces. Topics include basic interaction devices and techniques, human factors, interaction styles, dialogue design, and software infrastructure. Design and programming projects are required.",Fall 2023
Critical thinking,Students will develop the ability to analyze and evaluate security issues and make informed decisions.,Security I,3,Cognitive Skills,COMS,Security I,Suman Jana,10719.0,"Introduction to security. Threat models. Operating system security features. Vulnerabilities and tools. Firewalls, virtual private networks, viruses. Mobile and app security. Usable security. Note: May not earn credit for both W4181 and W4180 or W4187. ",Fall 2023
Problem-solving,Students will enhance their problem-solving skills by applying security principles and techniques to real-world scenarios.,Security I,3,Problem-solving,COMS,Security I,Suman Jana,10719.0,"Introduction to security. Threat models. Operating system security features. Vulnerabilities and tools. Firewalls, virtual private networks, viruses. Mobile and app security. Usable security. Note: May not earn credit for both W4181 and W4180 or W4187. ",Fall 2023
Communication,Students will improve their ability to effectively communicate security concepts and recommendations to different stakeholders.,Security I,3,Communication,COMS,Security I,Suman Jana,10719.0,"Introduction to security. Threat models. Operating system security features. Vulnerabilities and tools. Firewalls, virtual private networks, viruses. Mobile and app security. Usable security. Note: May not earn credit for both W4181 and W4180 or W4187. ",Fall 2023
Collaboration,Students will develop the ability to work collaboratively in teams to address security challenges.,Security I,3,Collaboration and Teamwork,COMS,Security I,Suman Jana,10719.0,"Introduction to security. Threat models. Operating system security features. Vulnerabilities and tools. Firewalls, virtual private networks, viruses. Mobile and app security. Usable security. Note: May not earn credit for both W4181 and W4180 or W4187. ",Fall 2023
Ethical hacking,Students will gain the ability to ethically hack systems to identify vulnerabilities and propose appropriate security measures.,Security I,3,Ethical hacking,COMS,Security I,Suman Jana,10719.0,"Introduction to security. Threat models. Operating system security features. Vulnerabilities and tools. Firewalls, virtual private networks, viruses. Mobile and app security. Usable security. Note: May not earn credit for both W4181 and W4180 or W4187. ",Fall 2023
Problem-solving,Students will develop the ability to solve complex problems related to computer vision tasks.,Computer Vision I,3,Problem-solving,COMS,Computer Vision I,Shree K Nayar,67002.0,"Introductory course in computer vision. Topics include image formation and optics, image sensing, binary images, image processing and filtering, edge extraction and boundary detection, region growing and segmentation, pattern classification methods, brightness and reflectance, shape from shading and photometric stereo, texture, binocular stereo, optical flow and motion, 2D and 3D object representation, object recognition, vision systems and applications.",Fall 2023
Analytical thinking,Students will enhance their ability to analyze and interpret visual data.,Computer Vision I,3,Cognitive Skills,COMS,Computer Vision I,Shree K Nayar,67002.0,"Introductory course in computer vision. Topics include image formation and optics, image sensing, binary images, image processing and filtering, edge extraction and boundary detection, region growing and segmentation, pattern classification methods, brightness and reflectance, shape from shading and photometric stereo, texture, binocular stereo, optical flow and motion, 2D and 3D object representation, object recognition, vision systems and applications.",Fall 2023
Communication,Students will improve their communication skills through presenting and discussing their computer vision projects.,Computer Vision I,3,Communication,COMS,Computer Vision I,Shree K Nayar,67002.0,"Introductory course in computer vision. Topics include image formation and optics, image sensing, binary images, image processing and filtering, edge extraction and boundary detection, region growing and segmentation, pattern classification methods, brightness and reflectance, shape from shading and photometric stereo, texture, binocular stereo, optical flow and motion, 2D and 3D object representation, object recognition, vision systems and applications.",Fall 2023
Programming,Students will acquire the ability to implement computer vision algorithms using programming languages such as Python or MATLAB.,Computer Vision I,3,Programming,COMS,Computer Vision I,Shree K Nayar,67002.0,"Introductory course in computer vision. Topics include image formation and optics, image sensing, binary images, image processing and filtering, edge extraction and boundary detection, region growing and segmentation, pattern classification methods, brightness and reflectance, shape from shading and photometric stereo, texture, binocular stereo, optical flow and motion, 2D and 3D object representation, object recognition, vision systems and applications.",Fall 2023
Visual perception,Students will develop their ability to perceive and interpret visual information accurately.,Computer Vision I,3,Visual perception,COMS,Computer Vision I,Shree K Nayar,67002.0,"Introductory course in computer vision. Topics include image formation and optics, image sensing, binary images, image processing and filtering, edge extraction and boundary detection, region growing and segmentation, pattern classification methods, brightness and reflectance, shape from shading and photometric stereo, texture, binocular stereo, optical flow and motion, 2D and 3D object representation, object recognition, vision systems and applications.",Fall 2023
Problem-solving,Students will develop the ability to solve complex problems related to NLP and machine learning.,Natural Language Processing,3,Problem-solving,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Problem-solving,Students will develop the ability to solve complex problems related to NLP and machine learning.,Natural Language Processing,3,Problem-solving,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
Communication,"Students will enhance their ability to communicate effectively, both verbally and in writing, about NLP concepts and techniques.",Natural Language Processing,3,Communication,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Communication,"Students will enhance their ability to communicate effectively, both verbally and in writing, about NLP concepts and techniques.",Natural Language Processing,3,Communication,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
Analytical thinking,Students will develop the ability to analyze and interpret complex language data and extract meaningful insights.,Natural Language Processing,3,Cognitive Skills,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Analytical thinking,Students will develop the ability to analyze and interpret complex language data and extract meaningful insights.,Natural Language Processing,3,Cognitive Skills,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
Problem-solving,Students will enhance their problem-solving abilities by applying NLP techniques to solve language-related challenges.,Natural Language Processing,3,Problem-solving,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Problem-solving,Students will enhance their problem-solving abilities by applying NLP techniques to solve language-related challenges.,Natural Language Processing,3,Problem-solving,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
