Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill,Title,Professor,Professor Google Scholar Citations,Description
Project management,"Students will develop skills in managing projects, including planning, organizing, and coordinating tasks and resources.","6.4860[J] Medical Device Design
",1,Fall 2023,Project management,"6.4860[J] Medical Device Design
", ,0,"()
(Same subject as 2.750[J])(Subject meets with 2.75[J], 6.4861[J], HST.552[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs -- via a deterministic design process -- that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Mechanical circuit design,Students will gain proficiency in designing mechanical circuits for medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023,,"6.4860[J] Medical Device Design
", ,0,"()
(Same subject as 2.750[J])(Subject meets with 2.75[J], 6.4861[J], HST.552[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs -- via a deterministic design process -- that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Electrical circuit design,Students will learn how to design electrical circuits for medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023,,"6.4860[J] Medical Device Design
", ,0,"()
(Same subject as 2.750[J])(Subject meets with 2.75[J], 6.4861[J], HST.552[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs -- via a deterministic design process -- that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Sensor design,Students will develop skills in designing sensors for medical devices.,"6.4860[J] Medical Device Design
",1,Fall 2023,Sensor-related tasks,"6.4860[J] Medical Device Design
", ,0,"()
(Same subject as 2.750[J])(Subject meets with 2.75[J], 6.4861[J], HST.552[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs -- via a deterministic design process -- that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Design process,Students will learn and practice a deterministic design process to develop creative designs for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Design process,"6.4861[J] Medical Device Design
", ,0,"()
(Same subject as 2.75[J], HST.552[J])(Subject meets with 2.750[J], 6.4860[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs â€” via a deterministic design process â€” that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Project management,Students will gain skills in managing projects related to the design of medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Project management,"6.4861[J] Medical Device Design
", ,0,"()
(Same subject as 2.75[J], HST.552[J])(Subject meets with 2.750[J], 6.4860[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs â€” via a deterministic design process â€” that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Mechanical circuit design,Students will develop proficiency in designing mechanical circuits for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Circuit Design,"6.4861[J] Medical Device Design
", ,0,"()
(Same subject as 2.75[J], HST.552[J])(Subject meets with 2.750[J], 6.4860[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs â€” via a deterministic design process â€” that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Electrical circuit design,Students will learn and apply techniques for designing electrical circuits in medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Circuit Design,"6.4861[J] Medical Device Design
", ,0,"()
(Same subject as 2.75[J], HST.552[J])(Subject meets with 2.750[J], 6.4860[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs â€” via a deterministic design process â€” that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Sensor design,Students will acquire knowledge and skills in designing sensors for medical devices.,"6.4861[J] Medical Device Design
",1,Fall 2023,Sensor-related tasks,"6.4861[J] Medical Device Design
", ,0,"()
(Same subject as 2.75[J], HST.552[J])(Subject meets with 2.750[J], 6.4860[J])
Prereq: 2.008, 6.2040, 6.2050, 6.2060, 22.071, or permission of instructor
Units: 3-3-6

Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs â€” via a deterministic design process â€” that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.
A. H. Slocum, E. Roche, N. C. Hanumara, G. Traverso, A. Pennes"
Experimental techniques,"Students will learn and practice various experimental techniques used in synthetic biology research, such as gene assembly and characterization.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Laboratory and Experimental Techniques,"6.4880[J] Biological Circuit Engineering Laboratory
", ,0,"() Not offered regularly; consult department
(Same subject as 20.129[J])
Prereq: Biology (GIR) and Calculus II (GIR)
Units: 2-8-2

Students assemble individual genes and regulatory elements into larger-scale circuits; they experimentally characterize these circuits in yeast cells using quantitative techniques, including flow cytometry, and model their results computationally. Emphasizes concepts and techniques to perform independent experimental and computational synthetic biology research. Discusses current literature and ongoing research in the field of synthetic biology. Instruction and practice in oral and written communication provided. Enrollment limited.
J. Niles, R. Weiss"
Computational modeling,Students will gain proficiency in using computational tools and techniques to model and analyze the results of their experimental work.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Computational Science,"6.4880[J] Biological Circuit Engineering Laboratory
", ,0,"() Not offered regularly; consult department
(Same subject as 20.129[J])
Prereq: Biology (GIR) and Calculus II (GIR)
Units: 2-8-2

Students assemble individual genes and regulatory elements into larger-scale circuits; they experimentally characterize these circuits in yeast cells using quantitative techniques, including flow cytometry, and model their results computationally. Emphasizes concepts and techniques to perform independent experimental and computational synthetic biology research. Discusses current literature and ongoing research in the field of synthetic biology. Instruction and practice in oral and written communication provided. Enrollment limited.
J. Niles, R. Weiss"
Quantitative analysis,"Students will develop the ability to perform quantitative analysis of experimental data, including the use of flow cytometry.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Data Analysis and Research,"6.4880[J] Biological Circuit Engineering Laboratory
", ,0,"() Not offered regularly; consult department
(Same subject as 20.129[J])
Prereq: Biology (GIR) and Calculus II (GIR)
Units: 2-8-2

Students assemble individual genes and regulatory elements into larger-scale circuits; they experimentally characterize these circuits in yeast cells using quantitative techniques, including flow cytometry, and model their results computationally. Emphasizes concepts and techniques to perform independent experimental and computational synthetic biology research. Discusses current literature and ongoing research in the field of synthetic biology. Instruction and practice in oral and written communication provided. Enrollment limited.
J. Niles, R. Weiss"
Literature review,Students will learn how to effectively review and analyze current literature in the field of synthetic biology.,"6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Literature review,"6.4880[J] Biological Circuit Engineering Laboratory
", ,0,"() Not offered regularly; consult department
(Same subject as 20.129[J])
Prereq: Biology (GIR) and Calculus II (GIR)
Units: 2-8-2

Students assemble individual genes and regulatory elements into larger-scale circuits; they experimentally characterize these circuits in yeast cells using quantitative techniques, including flow cytometry, and model their results computationally. Emphasizes concepts and techniques to perform independent experimental and computational synthetic biology research. Discusses current literature and ongoing research in the field of synthetic biology. Instruction and practice in oral and written communication provided. Enrollment limited.
J. Niles, R. Weiss"
Oral and written communication,"Students will enhance their communication skills through instruction and practice in both oral and written forms, specifically in the context of presenting and discussing their research findings.","6.4880[J] Biological Circuit Engineering Laboratory
",1,Fall 2023,Communication Methods,"6.4880[J] Biological Circuit Engineering Laboratory
", ,0,"() Not offered regularly; consult department
(Same subject as 20.129[J])
Prereq: Biology (GIR) and Calculus II (GIR)
Units: 2-8-2

Students assemble individual genes and regulatory elements into larger-scale circuits; they experimentally characterize these circuits in yeast cells using quantitative techniques, including flow cytometry, and model their results computationally. Emphasizes concepts and techniques to perform independent experimental and computational synthetic biology research. Discusses current literature and ongoing research in the field of synthetic biology. Instruction and practice in oral and written communication provided. Enrollment limited.
J. Niles, R. Weiss"
Signal processing,Students will gain proficiency in processing digital signals and noise.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Signal processing,"6.4900 Introduction to EECS via Medical Technology
", ,0,"() 
Prereq: Calculus II (GIR) and Physics II (GIR)
Units: 4-4-4

Explores biomedical signals generated from electrocardiograms, glucose detectors or ultrasound images, and magnetic resonance images. Topics include physical characterization and modeling of systems in the time and frequency domains; analog and digital signals and noise; basic machine learning including decision trees, clustering, and classification; and introductory machine vision. Labs designed to strengthen background in signal processing and machine learning. Students design and run structured experiments, and develop and test procedures through further experimentation.
C. M. Stultz, E. Adalsteinsson"
Machine learning,"Students will learn the basics of machine learning, including decision trees, clustering, and classification.","6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Machine Learning,"6.4900 Introduction to EECS via Medical Technology
", ,0,"() 
Prereq: Calculus II (GIR) and Physics II (GIR)
Units: 4-4-4

Explores biomedical signals generated from electrocardiograms, glucose detectors or ultrasound images, and magnetic resonance images. Topics include physical characterization and modeling of systems in the time and frequency domains; analog and digital signals and noise; basic machine learning including decision trees, clustering, and classification; and introductory machine vision. Labs designed to strengthen background in signal processing and machine learning. Students design and run structured experiments, and develop and test procedures through further experimentation.
C. M. Stultz, E. Adalsteinsson"
Experimental design,Students will develop skills in designing and running structured experiments.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Experimental Design and Methods,"6.4900 Introduction to EECS via Medical Technology
", ,0,"() 
Prereq: Calculus II (GIR) and Physics II (GIR)
Units: 4-4-4

Explores biomedical signals generated from electrocardiograms, glucose detectors or ultrasound images, and magnetic resonance images. Topics include physical characterization and modeling of systems in the time and frequency domains; analog and digital signals and noise; basic machine learning including decision trees, clustering, and classification; and introductory machine vision. Labs designed to strengthen background in signal processing and machine learning. Students design and run structured experiments, and develop and test procedures through further experimentation.
C. M. Stultz, E. Adalsteinsson"
Programming,Students will enhance their programming skills through the development and testing of procedures.,"6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Programming and Coding,"6.4900 Introduction to EECS via Medical Technology
", ,0,"() 
Prereq: Calculus II (GIR) and Physics II (GIR)
Units: 4-4-4

Explores biomedical signals generated from electrocardiograms, glucose detectors or ultrasound images, and magnetic resonance images. Topics include physical characterization and modeling of systems in the time and frequency domains; analog and digital signals and noise; basic machine learning including decision trees, clustering, and classification; and introductory machine vision. Labs designed to strengthen background in signal processing and machine learning. Students design and run structured experiments, and develop and test procedures through further experimentation.
C. M. Stultz, E. Adalsteinsson"
Biomedical signal analysis,"Students will learn how to analyze biomedical signals generated from electrocardiograms, glucose detectors, ultrasound images, and magnetic resonance images.","6.4900 Introduction to EECS via Medical Technology
",1,Fall 2023,Biomedical signal analysis,"6.4900 Introduction to EECS via Medical Technology
", ,0,"() 
Prereq: Calculus II (GIR) and Physics II (GIR)
Units: 4-4-4

Explores biomedical signals generated from electrocardiograms, glucose detectors or ultrasound images, and magnetic resonance images. Topics include physical characterization and modeling of systems in the time and frequency domains; analog and digital signals and noise; basic machine learning including decision trees, clustering, and classification; and introductory machine vision. Labs designed to strengthen background in signal processing and machine learning. Students design and run structured experiments, and develop and test procedures through further experimentation.
C. M. Stultz, E. Adalsteinsson"
MATLAB,Students will gain proficiency in using MATLAB for processing physiological data.,"6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023,,"6.8800[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as 16.456[J], HST.582[J])(Subject meets with 6.8801[J], HST.482[J])
Prereq: (6.3700 and (2.004, 6.3000, 16.002, or 18.085)) or permission of instructor
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
Signal processing,Students will learn the techniques and algorithms used for processing both deterministic and random signals.,"6.8800[J] Biomedical Signal and Image Processing
",1,Fall 2023,Signal processing,"6.8800[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as 16.456[J], HST.582[J])(Subject meets with 6.8801[J], HST.482[J])
Prereq: (6.3700 and (2.004, 6.3000, 16.002, or 18.085)) or permission of instructor
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
MATLAB,Students will gain proficiency in using MATLAB for processing physiological data.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Programming Language,"6.8801[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as HST.482[J])(Subject meets with 6.8800[J], 16.456[J], HST.582[J])
Prereq: (6.3700 or permission of instructor) and (2.004, 6.3000, 16.002, or 18.085)
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
Feature extraction,Students will learn how to extract relevant features from biomedical signals.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,,"6.8801[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as HST.482[J])(Subject meets with 6.8800[J], 16.456[J], HST.582[J])
Prereq: (6.3700 or permission of instructor) and (2.004, 6.3000, 16.002, or 18.085)
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
Modeling,Students will develop the skill of creating mathematical models to represent physiological processes.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Modeling,"6.8801[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as HST.482[J])(Subject meets with 6.8800[J], 16.456[J], HST.582[J])
Prereq: (6.3700 or permission of instructor) and (2.004, 6.3000, 16.002, or 18.085)
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
Signal processing,Students will learn various techniques and algorithms for processing both deterministic and random signals.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Signal processing,"6.8801[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as HST.482[J])(Subject meets with 6.8800[J], 16.456[J], HST.582[J])
Prereq: (6.3700 or permission of instructor) and (2.004, 6.3000, 16.002, or 18.085)
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
Coding,Students will acquire the skill of coding algorithms and functions for signal processing tasks.,"6.8801[J] Biomedical Signal and Image Processing
",1,Fall 2023,Programming and Coding,"6.8801[J] Biomedical Signal and Image Processing
", ,0,"()
(Same subject as HST.482[J])(Subject meets with 6.8800[J], 16.456[J], HST.582[J])
Prereq: (6.3700 or permission of instructor) and (2.004, 6.3000, 16.002, or 18.085)
Units: 3-1-8

Fundamentals of digital signal processing with emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for processing both deterministic and random signals. Topics include data acquisition, imaging, filtering, coding, feature extraction, and modeling. Lab projects, performed in MATLAB, provide practical experience in processing physiological data, with examples from cardiology, speech processing, and medical imaging. Lectures cover signal processing topics relevant to the lab exercises, as well as background on the biological signals processed in the labs. Students taking graduate version complete additional assignments.
J. Greenberg, E. Adalsteinsson, W. Wells"
Matlab,Students will gain proficiency in using Matlab for working with real data in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,Programming Language,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
", ,0,"()
(Same subject as HST.580[J])
Prereq: 6.3010
Units: 3-0-9
Lecture: TR11-12.30 (32-144)

Applies analysis of signals and noise in linear systems, sampling, and Fourier properties to magnetic resonance (MR) imaging acquisition and reconstruction. Provides adequate foundation for MR physics to enable study of RF excitation design, efficient Fourier sampling, parallel encoding, reconstruction of non-uniformly sampled data, and the impact of hardware imperfections on reconstruction performance. Surveys active areas of MR research. Assignments include Matlab-based work with real data. Includes visit to a scan site for human MR studies.
E. AdalsteinssonNo textbook information available"
Fourier analysis,Students will learn how to apply Fourier analysis to analyze signals and noise in linear systems in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,Mathematical Analysis,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
", ,0,"()
(Same subject as HST.580[J])
Prereq: 6.3010
Units: 3-0-9
Lecture: TR11-12.30 (32-144)

Applies analysis of signals and noise in linear systems, sampling, and Fourier properties to magnetic resonance (MR) imaging acquisition and reconstruction. Provides adequate foundation for MR physics to enable study of RF excitation design, efficient Fourier sampling, parallel encoding, reconstruction of non-uniformly sampled data, and the impact of hardware imperfections on reconstruction performance. Surveys active areas of MR research. Assignments include Matlab-based work with real data. Includes visit to a scan site for human MR studies.
E. AdalsteinssonNo textbook information available"
RF excitation design,Students will learn how to design RF excitation in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,RF excitation design,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
", ,0,"()
(Same subject as HST.580[J])
Prereq: 6.3010
Units: 3-0-9
Lecture: TR11-12.30 (32-144)

Applies analysis of signals and noise in linear systems, sampling, and Fourier properties to magnetic resonance (MR) imaging acquisition and reconstruction. Provides adequate foundation for MR physics to enable study of RF excitation design, efficient Fourier sampling, parallel encoding, reconstruction of non-uniformly sampled data, and the impact of hardware imperfections on reconstruction performance. Surveys active areas of MR research. Assignments include Matlab-based work with real data. Includes visit to a scan site for human MR studies.
E. AdalsteinssonNo textbook information available"
Parallel encoding,Students will learn about parallel encoding techniques used in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
", ,0,"()
(Same subject as HST.580[J])
Prereq: 6.3010
Units: 3-0-9
Lecture: TR11-12.30 (32-144)

Applies analysis of signals and noise in linear systems, sampling, and Fourier properties to magnetic resonance (MR) imaging acquisition and reconstruction. Provides adequate foundation for MR physics to enable study of RF excitation design, efficient Fourier sampling, parallel encoding, reconstruction of non-uniformly sampled data, and the impact of hardware imperfections on reconstruction performance. Surveys active areas of MR research. Assignments include Matlab-based work with real data. Includes visit to a scan site for human MR studies.
E. AdalsteinssonNo textbook information available"
Non-uniform sampling,Students will learn about the reconstruction of non-uniformly sampled data in MRI.,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
",1,Fall 2023,Sampling Methods,"6.8810[J] Data Acquisition and Image Reconstruction in MRI
", ,0,"()
(Same subject as HST.580[J])
Prereq: 6.3010
Units: 3-0-9
Lecture: TR11-12.30 (32-144)

Applies analysis of signals and noise in linear systems, sampling, and Fourier properties to magnetic resonance (MR) imaging acquisition and reconstruction. Provides adequate foundation for MR physics to enable study of RF excitation design, efficient Fourier sampling, parallel encoding, reconstruction of non-uniformly sampled data, and the impact of hardware imperfections on reconstruction performance. Surveys active areas of MR research. Assignments include Matlab-based work with real data. Includes visit to a scan site for human MR studies.
E. AdalsteinssonNo textbook information available"
Mathematical modeling,Students will learn how to create mathematical models for the quantification of auditory-based behavior.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Modeling,"6.8830[J] Signal Processing by the Auditory System: Perception
", ,0,"()Not offered regularly; consult department
(Same subject as HST.716[J])
Prereq: (6.3000 and (6.3700 or 6.3702)) or permission of instructor
Units: 3-0-9

Studies information processing performance of the human auditory system in relation to current physiological knowledge. Examines mathematical models for the quantification of auditory-based behavior and the relation between behavior and peripheral physiology, reflecting the tono-topic organization and stochastic responses of the auditory system. Mathematical models of psychophysical relations, incorporating quantitative knowledge of physiological transformations by the peripheral auditory system.
Staff

Vision"
Data analysis,Students will develop skills in analyzing data related to the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Data Analysis and Research,"6.8830[J] Signal Processing by the Auditory System: Perception
", ,0,"()Not offered regularly; consult department
(Same subject as HST.716[J])
Prereq: (6.3000 and (6.3700 or 6.3702)) or permission of instructor
Units: 3-0-9

Studies information processing performance of the human auditory system in relation to current physiological knowledge. Examines mathematical models for the quantification of auditory-based behavior and the relation between behavior and peripheral physiology, reflecting the tono-topic organization and stochastic responses of the auditory system. Mathematical models of psychophysical relations, incorporating quantitative knowledge of physiological transformations by the peripheral auditory system.
Staff

Vision"
Programming,Students will gain proficiency in programming as they work on projects related to signal processing by the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Programming and Coding,"6.8830[J] Signal Processing by the Auditory System: Perception
", ,0,"()Not offered regularly; consult department
(Same subject as HST.716[J])
Prereq: (6.3000 and (6.3700 or 6.3702)) or permission of instructor
Units: 3-0-9

Studies information processing performance of the human auditory system in relation to current physiological knowledge. Examines mathematical models for the quantification of auditory-based behavior and the relation between behavior and peripheral physiology, reflecting the tono-topic organization and stochastic responses of the auditory system. Mathematical models of psychophysical relations, incorporating quantitative knowledge of physiological transformations by the peripheral auditory system.
Staff

Vision"
Research skills,Students will learn how to conduct research in the field of auditory signal processing.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Research Skills and Analysis,"6.8830[J] Signal Processing by the Auditory System: Perception
", ,0,"()Not offered regularly; consult department
(Same subject as HST.716[J])
Prereq: (6.3000 and (6.3700 or 6.3702)) or permission of instructor
Units: 3-0-9

Studies information processing performance of the human auditory system in relation to current physiological knowledge. Examines mathematical models for the quantification of auditory-based behavior and the relation between behavior and peripheral physiology, reflecting the tono-topic organization and stochastic responses of the auditory system. Mathematical models of psychophysical relations, incorporating quantitative knowledge of physiological transformations by the peripheral auditory system.
Staff

Vision"
Problem-solving,Students will develop problem-solving skills as they apply mathematical models to understand the behavior of the auditory system.,"6.8830[J] Signal Processing by the Auditory System: Perception
",1,Fall 2023,Problem-solving,"6.8830[J] Signal Processing by the Auditory System: Perception
", ,0,"()Not offered regularly; consult department
(Same subject as HST.716[J])
Prereq: (6.3000 and (6.3700 or 6.3702)) or permission of instructor
Units: 3-0-9

Studies information processing performance of the human auditory system in relation to current physiological knowledge. Examines mathematical models for the quantification of auditory-based behavior and the relation between behavior and peripheral physiology, reflecting the tono-topic organization and stochastic responses of the auditory system. Mathematical models of psychophysical relations, incorporating quantitative knowledge of physiological transformations by the peripheral auditory system.
Staff

Vision"
